"GRD_ID","bio10","bio12","bio4"
"CRS3035RES5000mN1770000E2975000",27.7178401947021,693.782836914062,664.922607421875
"CRS3035RES5000mN1770000E2980000",27.6500148773193,682.731811523438,665.341674804688
"CRS3035RES5000mN1770000E2985000",27.4070835113525,707.482727050781,663.929016113281
"CRS3035RES5000mN1770000E2990000",27.5114650726318,711.243835449219,665.293640136719
"CRS3035RES5000mN1770000E2995000",27.5857315063477,713.979248046875,666.307861328125
"CRS3035RES5000mN1770000E3000000",27.1733341217041,726.545104980469,663.877258300781
"CRS3035RES5000mN1770000E3005000",27.4173469543457,738.304260253906,667.575561523438
"CRS3035RES5000mN1770000E3010000",27.3553581237793,742.157775878906,668.7919921875
"CRS3035RES5000mN1770000E3015000",27.806282043457,733.924865722656,674.331481933594
"CRS3035RES5000mN1770000E3020000",27.9877281188965,678.583618164062,677.759338378906
"CRS3035RES5000mN1770000E3025000",28.1149940490723,634.733032226562,680.7705078125
"CRS3035RES5000mN1770000E3030000",28.0795059204102,614.602294921875,682.887817382812
"CRS3035RES5000mN2515000E3440000",20.224536895752,910.054870605469,479.102020263672
"CRS3035RES5000mN2515000E3445000",20.2678813934326,927.748474121094,491.762023925781
"CRS3035RES5000mN2515000E3450000",20.427001953125,905.428161621094,503.142333984375
"CRS3035RES5000mN2515000E3455000",20.4914093017578,898.736450195312,512.825988769531
"CRS3035RES5000mN2515000E3460000",20.5481033325195,900.007751464844,520.148620605469
"CRS3035RES5000mN1770000E3035000",28.1693172454834,575.621887207031,686.072265625
"CRS3035RES5000mN2515000E3465000",20.4658107757568,904.919494628906,523.283813476562
"CRS3035RES5000mN2515000E3470000",20.4726085662842,900.009826660156,525.923156738281
"CRS3035RES5000mN2515000E3475000",20.5171031951904,872.456237792969,528.335144042969
"CRS3035RES5000mN2515000E3480000",20.5500011444092,844.360900878906,530.287048339844
"CRS3035RES5000mN2515000E3485000",20.5403614044189,847.124816894531,532.617431640625
